,dominant_topic,text
10625,trump,@realDonaldTrump ..US Trumpers have boycotted CNN..MSNBC..and the likes!! We know the truth..U WILL MAGA. We ♡ U!!! https://t.co/a3vMeMztUU
10626,trump,"@MtnMD @Verran179 @realDonaldTrump @mike_pence @SpeakerRyan @SenateMajLdr Are we including Trump, too? Because he also pays no taxes."
10627,hillary,@JessStandsOut @realDonaldTrump Checks always help. Both parents are Cuban-American? My point is the impact of the picture that was picked.
10628,trump,@realDonaldTrump I will not be able to make it to the meeting in Pensacola tonight:(could you come visit me at my job Direct in Fort Walton?
10629,trump,"@JoeBorelliNYC   BORELLI, ONE OF THE BIGGER @realDonaldTrump LIGHTWEIGHTS, TRYING TO EXPLAIN TRUMP POLL NUMBERS TO @CarolCNN IS MUST WATCH!!"
10630,hillary,"@realDonaldTrump 
This is why we Stand and render respect to our Flag during the playing of the National Anthem. https://t.co/gIS8bGlGZ8"
10631,hillary,"Hi @realDonaldTrump 
It sure would be something to see you stand with Native People #NoDAPL
Republicans care, right? https://t.co/gPep0nDURE"
10632,trump,THANK YOU @HillaryClinton 💙❤️🇺🇸👠👠🙏🏼 https://t.co/UKmoc1k8XO
10633,trump,"@realDonaldTrump 
Hillary was clearly the victor. Smart and informed not like DT"
10634,trump,"The US media used the flp over @realDonaldTrump's RT interiew to advance their conspiracy theories, says ......RT. https://t.co/1T8utuc0Lf"
10635,hillary,"So, wait a minute. You mean I spent my life fearing Russia &amp; their nukes &amp; their godless communism for this? #GOP  #NeverTrump"
10636,trump,Like https://t.co/fLjncPuv5n
10637,trump,@LaraLeaTrump thank you for coming to Cincinnati. Ohio women are for @realDonaldTrump! @LynnePatton @EricTrump https://t.co/NaejxT8rsC
10638,trump,@realDonaldTrump Where is Melania? Self-Deportation?
10639,trump,I can't believe this is the Unites States of America..&amp; yet it is...! Vote Trump..! God help us..and Trump..! 🇺🇸🇺🇸🇺🇸 https://t.co/aeAIFSqg5F
10640,trump,WOMEN FOR MR TRUMP &amp; MELANIA ALL THE WAY TO THE WHITE HOUSE WE CAN'T WAIT TO SEE HIM TONIGHT IN PENSACOLA GOD BLESS! https://t.co/o8OYP2V8c0
10641,trump,@TheJuanWilliams you just called @realDonaldTrump voters uneducated &amp; Racist. @msnbc lookin for ppl with attitude like that. @FoxBusiness
10642,hillary,What does this mean exactly @HillaryClinton? https://t.co/j8E3QNfkLl
10643,trump,"The idea you pundits think by taking down Trump, there's going to be a functioning GOP is laughable...#MAGA  https://t.co/LOPe8RGv1w"
10644,trump,"@SheriffClarke @Veteran4Trump @realDonaldTrump or to see who else he can pardon ,before his term ends."
10645,trump,@realDonaldTrump @CNN https://t.co/qmwCChR9Hs
10646,trump,@realDonaldTrump @CNN https://t.co/zTWgVgYvco
10647,hillary,@NeilTurner_ @HillaryClinton while you are watching this know that a nuclear scientist was killed in his country of Iraq as US informant
10648,trump,@realDonaldTrump where's your damn tax returns?
10649,trump,@realDonaldTrump @TrumpTrain8 @DanScavino @Veteran4Trump @moms4trump2016 @ErinBSullivan @WayneDupreeShow @Blacks4DTrump WE'RE DOING IT! GoDT
10650,trump,@realDonaldTrump @CNN We need your tax returns .we  know you are lying and we need to see who you are involved with https://t.co/w77TsYBIYH
10651,trump,"Thanks to everyone for the birthday wishes. I'm still being punished by @facebook for my pro-#Hillary, pro-feminist joke, but can read them!"
10652,trump,@FoxNews @JudgeJeanine why no tweets about BJC #MAGA? WHO THINKS LIKE HIM?  A RACIST THAT'S WHO.  @LOUDOBBS @GOP @rushlimbaugh @seanhannity
10653,trump,@realDonaldTrump @CNN https://t.co/iuNxY2bDtq
10654,trump,@joshuapittman @HillaryClinton @vine retweet https://t.co/Y33zvQWeET
10655,trump,I wish your entire campaign was fiction. Poor America. @realDonaldTrump @CNN
10656,trump,Want some ice for that burn #HillarysHealth  https://t.co/xSqcH5lYPV
10657,trump,@realDonaldTrump @CNN poor Donald.  Truth hurts?
10658,trump,@realDonaldTrump What a childish comment AGAIN🙄
10659,trump,@realDonaldTrump @CNN CNN did a documentary???  Does anyone watch that dying network anymore
10660,trump,@realDonaldTrump @CNN watching Fox News I love u Donald trump ❤️
10661,trump,@jeffr1972 #woke #MAGA https://t.co/LM036Olwu8
10662,trump,@realDonaldTrump @CNN Will you get your best friend Putin to shut them down?
10663,trump,@SamHarrisOrg @TrumpVsJesus @realDonaldTrump @SenJohnMcCain No. #Jesus was a sacrifice thus #hero. Like t #Marine tht saved u by giving his.
10664,trump,"@themacleodNY @HillaryClinton @realDonaldTrump 

Trump will fix relations?  How?  Putin thinks he is clown and will walk all over him."
10665,hillary,"@CNNPolitics What @realDonaldTrump says no longer matters because he says nothing, only implies shit about those who have something to say."
10666,trump,"@HFA @realDonaldTrump @TheFix  @davecatanese @RealDJTrumpTeam @TeamTrump @HillaryForNY 
HRC RALLY NC TRUMP RALLYNC https://t.co/KuJlTf6i3y"
10667,hillary,"@NBCNightlyNews @POTUS &amp; @HillaryClinton left the Middle East in shambles, did they expect it wouldn't come back to US? #ObamasLegacyFailure"
10668,trump,@realDonaldTrump @CNN @ChrisCuomo invited you on this morning... Feel free to make your case to him.
10669,hillary,@realDonaldTrump @CNN the truth hurts you big baby. You Are the worst excuse for a human being alive. Let alone a presidential candidate.
10670,trump,@realDonaldTrump Agree and their poll showing you ahead is SO wrong @CNN
10671,hillary,@HillaryClinton @nbcusa_inc Habitual liar. Destroyed evidence. What is crooked Hillary hiding?  Takes hammers to destroy cell phones. Evil
10672,hillary,@amandacarpenter #crookedhillary ignited ISIS &amp; brokered Uranium deal with Russia. Lets geto to the bottom of a real story ClintonTraitor
10673,trump,"@GMA @realDonaldTrump She's losing it! She forgot she was at HBCU &amp; had to stop &amp; look around! But, she can remember to speak Ebonics!🤔"
10674,hillary,It's time to boycott @Starbucks caus I don't want business's telling me to vote for criminals #CrookedHillary #BoycottStarbucks
10675,trump,@joshuapittman @HillaryClinton @vine retweet https://t.co/Co7rp14pdd
10676,trump,"#Trump in 2016 Temp:Crab Orchard, Ky."":77.0°F Wind:0.0mph Pressure: 30.12hpa Rising Rain Today 0.00in.  Forecast: Settled fine"
10677,trump,Wow!! She smoked Trump!! https://t.co/dq4dO5rZaV #msnbc #cnn @CNNPolitics @CNN #imwither #BernieSanders @HillaryClinton @HFA
10678,hillary,@realDonaldTrump #DementedDonnie and what the Fuck is Fox News??? https://t.co/XA3JxB3T0I
10679,trump,@realDonaldTrump funny coming from #convicteddonald #bankruptdonald #trumpputin06
10680,hillary,.@SenateMajLdr is as #racist &amp; a #bully  as #nevertrump https://t.co/mtyoHpVvnW #IamSickenedBy #DoYourJob PUBLIC SERVANT
10681,hillary,"Life Is About Relationship, Not Acquisition #FridayFeeling #weekend #millennials #Twitter #Trump #Clinton"
10682,trump,"@jbarro seems like @realDonaldTrump likes bad things (like his steaks, university, hairpiece, children, his decision making skills)"
10683,hillary,"When Hillary lies....she defaults to ""I don't recall."" 🙄 https://t.co/SF3Jmtfxmf"
10684,hillary,.@HillaryClinton foreign policy record is a disaster- @realDonaldTrump will taken a different direction. #MAGA https://t.co/coodwisU3T
10685,hillary,@HillaryClinton How can you profess your Christianity at a Church full of Baptists and still support abortions or full term abortions #WWJD
10686,trump,@realDonaldTrump @CNN as you are a disgrace in the political arena.
10687,trump,@Politicalmuck @HillaryClinton retweet https://t.co/42FqL7vfkp
10688,trump,"@HillaryClinton Prioritize! Isis,deficit,economy,"
10689,hillary,@CNNPolitics @TalKopan Who really gives a shit what @realDonaldTrump believes. A fucking greedy liar is he.
10690,trump,@HillaryClinton Debate with all the candidates. @DrJillStein is ready
10691,trump,@politico @davidaxelrod @realDonaldTrump as he should
10692,trump,"@HFA @realDonaldTrump @TheFix @davecatanese @RealDJTrumpTeam @TeamTrump @HillaryForNY 

Hilary's Rally was in NC yesterday Lacklustre"
10693,trump,@cdersim3 @MahirZeynalov  @realDonaldTrump soon to applaud the strength of @RT_Erdogan.
10694,trump,@realDonaldTrump @CNN they are biased media &amp; are undeniable a waste of air time. Everyone knows this. They have lost all credibility!!! 👎👎👎
10695,hillary,"Just wondering.. did Colin Powell recommend that #Hillary use a hammer and BleachBit, too?"
10696,trump,@realDonaldTrump.    You are the Sun dispelling the clouds of economic and political darkness!  You will win because light dispels darkness!
10697,trump,@DirkZ1 @xdelmar59 @realDonaldTrump @damianpaletta Thank you Donald!
10698,hillary,Just block the fool https://t.co/6AfUot1hDR
10699,trump,"@HillaryClinton @esglaude @TheDemocrats @cnn @MSNBC 
If the Democratic Party DOES NOT...make CHANGES for African Americans...
NO MORE VOTES!"
10700,trump,"Well, looks like someone is on the rag. Pour a bath and take a Midol @realDonaldTrump  https://t.co/Zyps5GrMwe"
10701,hillary,@ggreenwald @conor64 @realDonaldTrump @seanhannity why is this useful? We know Clinton is compromised by money but it isn't evident in hers
10702,trump,@OneTonTurtle @HillaryClinton retweet https://t.co/Cw1zeMUhes
10703,hillary,@realDonaldTrump @CNN Clinton machine will do ANYTHING to pis you off so you say something awful to make the news  they are after you😡😡😡😡😡
10704,hillary,@HillaryClinton #WaterisLife #NoDAPL is not a Native issue; it's an act of Environmental Genocide #StandWithStandingRock
10705,trump,"#IamSickenedBy #Bridgegate names to remain secret for now, ,stall like  Donald #nevertrump  #taxes &amp; #TrumpU fraud https://t.co/f9YFHsm8Th"
10706,hillary,"@HillaryClinton PLEASE start focusing on issues that directly affect more of us. Foreign policy is key, but I'm afraid it won't win votes."
10707,trump,@Politicalmuck @HillaryClinton https://t.co/nKufFsDHtf
10708,hillary,#Hillary and the Clinton Foundation: Exemplars of America’s Political Rot  #2PartyJoke #Demexit #HillaryForPrison   https://t.co/fEpv8Etz3C
10709,hillary,@HelenVoices @Bakari_Sellers @HillaryClinton give me a fucking brake they been in the tank for her and obama its time for the damn truth
10710,hillary,"@realDonaldTrump #AltRightMedia vs
The People who make up the NEWS
#ICANN happening Sept 30th https://t.co/djJ64g2iKl"
10711,trump,@MaryiamKhalaf @realDonaldTrump @WaukeshaGOP I'm glad you asked. Yes is the answer.
10712,hillary,"@realDonaldTrump @CNN Clinton News Network, what do you expect? Disgusting!"
10713,hillary,I think he did start early with his trip to Mexico.  Will he do the same with Russia? https://t.co/cXZYTm86vc
10714,hillary,@Troll_King666 @billclinton @POTUS @HillaryClinton @trumpresdent do your thing Jason!!!
10715,trump,After your praise of #Putin @realDonaldTrump-even scarier 😱  https://t.co/01qhwUxw4B
10716,trump,@ScottPresler And @HillaryClinton can't name all four. Guaranteed.
10717,trump,@realDonaldTrump So who is the power bottom? You or your boy Vlad?? #DisgracefulDonald
10718,trump,@NBCNews Many American's agree with @realDonaldTrump @PutinRF_Eng is a superior leader compared 2 @POTUS #Truth https://t.co/C7l4aTncz9
10719,trump,@Patriot_Girl_TX @DonZimmermanATX @WayneDupreeShow  Not a fan of her but i support @AnnCoulter in getting @realDonaldTrump elected.
10720,trump,@realDonaldTrump  #DementedDonnie I wouldn't elect you Town Animal Control! You are a fucking paperweight! https://t.co/sYiOMusZ71
10721,trump,@realDonaldTrump @CNN Twisted Trump is a disgrace to America and has the hands and emotional stability of a 5th grader.
10722,trump,"Make Star Treak Great Again
Gene Roddenberry's personality cucked by mid 80s
reflects media produced later
@NoThiefs https://t.co/fGmMn4q9lp"
10723,trump,"As soon as @realDonaldTrump realizes that his financial empire cannot benefit from the presidency, he will promptly give up."
10724,trump,VERY BAD GUY! HRC's puppet master ! https://t.co/oGotaS8ofb
10725,trump,What. 😂 https://t.co/TuUseXGv7o
10726,trump,"@NeilTurner_ @realDonaldTrump @CarsonCoffield lmao how's your fight against ""white-genocide"" going?? 😂"
10727,hillary,@realDonaldTrump @CNN They clearly r 4 HRC n with recent polls tightening the network is in full Lets save HRC mode
10728,hillary,.@HillaryClinton foreign policy record is a disaster- @realDonaldTrump will take a different direction. #MAGA https://t.co/coodwisU3T
10729,trump,Hillary holds press conference - don't ask any tough questions or off with your head #CrookedHillary #CrookedMedia https://t.co/M5mX9nYA73
10730,trump,@realDonaldTrump admires how effective Putin is with the media https://t.co/vWT38PRy3k
10731,hillary,@LindaSuhler @realDonaldTrump hey ....thanks a lot hillary. You c**t!
10732,trump,@realDonaldTrump @CNN I am still boycotting them and ask all to join me. This is the only way to get them to change or out of business!
10733,trump,"#woodyjohnson is running Donald  #nevertrump super pac after  his criticism ofTrump,@JebBush must be confused by it https://t.co/qEQ0yZ4ATU."
10734,trump,@realDonaldTrump   EVERYONE knows this!!  QUIT!!  No thin skin!!  FOCUS..FOCUS...unless you want to lose! Attack the issues NOT the idiots!
10735,trump,Boycott them. I just tweeted it on their page. https://t.co/unvp5k2KLj
10736,hillary,@HillaryClinton The real Hillary. https://t.co/EHLZymWZ3Q
10737,hillary,I wish he would commission the design of the wall and put the architect plans on the table. Self funded if necessary https://t.co/cXZYTm86vc
10738,hillary,Americans need not forget #Waco #BlackHawkDown #Monica &amp; MANY other horrible decisions @HillaryClinton husband made She will be worse! #MAGA
10739,hillary,"#CrookedHillary new ads are trying to alter her image to a likable, soft friend. Ain't going to change my mind."
10740,trump,"@DRusso97 @realDonaldTrump Hey you don't bite the hand that feeds you, American banks realize Don is a deadbeat, needs to borrow from Russia"
10741,hillary,#Hillary Clinton to visit #groundzero on 15th anniversary of Sept. 11 attacks - AP
10742,hillary,@realDonaldTrump @CNN I refuse to listen to that make believe network. They should fire all their anchors &amp; reporters.
10743,trump,@realDonaldTrump You're the only candidate that seems to entertain NBC viewers. #MakeAmericaGreatAgain https://t.co/jkLy80gcay
10744,trump,@realDonaldTrump @CNN funny I feel the same way about Fox
10745,hillary,Why doesn't the media challenge Hillary on everything she currently says as untrue based on what the FBI report says https://t.co/Iafmh0Tfuy
10746,trump,@realDonaldTrump dude you are losing in every swing state enough with your tweeting pols B S
10747,trump,@realDonaldTrump @CNN unwatchable? How do you know their news is fiction then? Unless you're WATCHING it. #pettyANDclueless
10748,trump,"You mean to tell me I watched films on nuclear bombs &amp; listened to a countdown to Cuba in my childhood for this? #NeverTrump 
#GOP"
10749,trump,"thought @nbc's #MattLauer posed questions about intelligence briefings to bait @realDonaldTrump, &amp; he fell for it. https://t.co/ZVzyPrtkii"
10750,trump,@mathieuvonrohr 😂@realDonaldTrump @CNN
10751,hillary,@realDonaldTrump #BooHoo #DementedDonnie got his feelings hurt... https://t.co/CZAKXGVdAN
10752,trump,@realDonaldTrump @CNN https://t.co/pVTNPKABtg #MakeAmericaGreatAgain #NoSacredCows #noPC #nomoresocialexperiments #TeamTrump #Breaking
10753,trump,"""Buffoon"" @realDonaldTrump #AgentOrange Said Intel Briefers ""Inferred"" Pres Obama Wasn't Listening? Maybe He Knows Better Than The Generals!"
10754,trump,"@realDonaldTrump Fox is becoming no better. Juan Williams just called your supporters ""uneducated white voters""."
10755,trump,@realDonaldTrump May I get a blueprint of your brain as I am building an idiot. Why are you cat fishing the stupid? https://t.co/PLvUdxwUux
10756,hillary,"@realDonaldTrump I stand by MY Military as it is. You do not PURGE men &amp; women who devoted their lives to their country, unlike yourself."
